bookID,title,authors,average_rating,isbn,language_code,num_pages,ratings_count,text_reviews_count
2218,Sex For Dummies,Ruth Westheimer,3.62,076455302X,eng,432,9,0
2219,Baby Signing For Dummies,Jennifer Watson,3.63,471773867,eng,257,36,8
2222,The Feeling Good Handbook,David D. Burns,4,452281326,eng,729,4666,119
2226,On Death and Dying,Elisabeth Kübler-Ross,4.16,684842238,eng,288,140,11
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.08,684839377,eng,192,186,8
2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder-Albert Lee Strickland,3.77,72920963,eng,664,112,12
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.64,938497197,eng,46,55,7
2249,The Seven Habits of Highly Effective People,Stephen R. Covey,4.09,671708635,eng,368,2419,225
2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.22,743250974,eng,192,1685,102
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.9,671887173,eng,384,328,23
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,1932073205,en-US,240,38159,1561
2257,Secret of the Peaceful Warrior,Dan Millman-Robert D. San Souci-T. Taylor Bruce,4.18,915811235,en-US,32,152,14
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong-Sally Jenkins,3.72,425179613,eng,294,34588,1828
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson-Graham   Watson,3.67,306814552,eng,344,354,26
2279,Truman,David McCullough,4.11,671869205,eng,1120,69904,1854
2281,The Complete Stories of Truman Capote,Truman Capote-Reynolds Price,4.2,140009691X,eng,320,3842,215
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,eng,162,5607,691
2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,345478207,eng,384,556,76
2285,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.72,449007383,en-US,376,592,66
2287,Other Voices  Other Rooms,Truman Capote,3.81,679745645,eng,232,10212,618
2289,In Cold Blood,Truman Capote-Scott Brick,4.07,073933364X,eng,15,529,126
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,684868768,en-US,288,2685,197
2299,Emergence: Labeled Autistic,Temple Grandin-Margaret M. Scariano,4.07,446671827,en-GB,200,1771,150
2300,Emergence,David R. Palmer,4.16,553245015,eng,291,1640,163
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.06,813527406,eng,344,46,5
2305,The Ghost Stories of Edith Wharton,Edith Wharton-Laszlo Kubinyi,3.89,684842572,eng,303,2687,175
2306,Novels: The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton-R.W.B. Lewis,4.3,940450313,eng,1328,427,27
2307,Collected Stories  1911-1937,Edith Wharton-Maureen Howard,4.28,1883011949,eng,848,53,8
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton-Cynthia Griffin Wolff,4.2,940450534,eng,1137,65,9
2314,The House of Mirth,Edith Wharton,3.95,486420493,eng,272,743,62
2315,Below the Root (Green Sky  #1),Zilpha Keatley Snyder-Alton Raible,4.09,689304579,eng,231,40,9
2319,The Witches of Worm,Zilpha Keatley Snyder,3.68,440802504,eng,183,34,9
2322,The Deeper Meaning of Liff,Douglas Adams-John Lloyd,3.93,307236013,eng,192,3924,81
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,eng,6,56,14
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien-Humphrey Carpenter-Christopher Tolkien,4.14,618056998,eng,502,4541,159
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien-Christopher Tolkien,4.38,618083553,en-US,1680,230,3
2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel-J.R.R. Tolkien,3.97,395291305,eng,207,4635,69
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,618574999,en-US,1438,233,9
2333,Farmer Giles of Ham,J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.84,618009361,eng,127,5221,198
2338,Matthew Flinders' Cat,Bryce Courtenay,3.8,670910619,eng,611,2627,147
2340,Whitethorn,Bryce Courtenay,4.07,067002922X,eng,683,2203,130
2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,140271570,eng,671,3767,125
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson-Karen Swenson,3.61,815319665,eng,320,18,2
2367,Brave Companions: Portraits in History,David McCullough,3.98,671792768,eng,240,3166,441
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,671447548,eng,445,21832,1131
2370,John Adams,David McCullough,4.06,684813637,en-US,752,1785,276
2371,The Johnstown Flood,David McCullough,4.1,844662925,eng,302,13806,1128
2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.19,743262131,eng,697,11534,987
2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,451188454,eng,528,132188,1636
2374,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,340682116,en-GB,467,222,31
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,spa,640,26,2
2386,Moby Dick,Herman Melville-William Hootkins,3.49,9626343583,eng,25,66,17
2388,Moby-Dick,Jan Needle-Patrick Benson-Herman Melville,3.72,763630187,eng,192,155,16
2389,Moby Dick,Herman Melville-William Hootkins,3.49,143058096,eng,6,8872,900
2390,Moby-Dick,Herman Melville-Carl F. Hovde,3.49,1593080182,eng,707,1165,193
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey-Duncan Wu,3.61,415247713,eng,208,50,7
2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,192781537,eng,104,38,5
2405,My Moby Dick,William Humphrey,4.15,701124229,eng,96,12,1
2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.84,919123708,eng,156,21,4
2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,019274156X,eng,102,6,0
2410,Moby Dick,Herman Melville,3.49,671463713,eng,248,2,1
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,252063023,eng,164,0,0
2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,700607420,eng,400,16,1
2418,In the Heart of the Sea: The Epic True Story That Inspired Moby-Dick,Nathaniel Philbrick,4.16,6531202,eng,302,278,34
2423,Double Tap (Paul Madriani  #8),Steve Martini,3.91,515139734,en-US,401,2686,153
2430,The List,Steve Martini,3.96,515121495,eng,451,12329,135
2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.23,61020613,eng,374,55253,1173
2443,The Innocents Abroad,Mark Twain,3.86,812967054,eng,560,8540,663
2445,Teaching English Abroad,Susan  Griffith,3.59,1854583522,eng,576,36,6
2452,Theocritus: Select Poems: Select Poems,Theocritus-Kenneth James Dover,3,862921473,grc,395,1,1
2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod-Glenn W. Most,4.03,674996232,eng,434,33,1
2486,Death and the King's Horseman,Wole Soyinka-Simon Gikandi,3.76,393977617,en-US,254,249,29
2491,Learning to Love: Exploring Solitude and Freedom,Thomas Merton-Christine M. Bochen,4.5,60654856,eng,382,15,2
2493,The Time Machine,H.G. Wells-Greg Bear-Carlo Pagetti,3.88,451528557,eng,118,320900,6353
2494,The Time Machine,H.G. Wells-Patrick Parrinder-Steven McLean-Marina Warner,3.88,141439971,eng,104,2864,281
2495,The Time Machine,H.G. Wells-Cynthia Brantley Johnson-Benjamin Beard,3.88,743487737,eng,150,359,36
2498,The Time Machine Did It,John Swartzwelder,3.84,975579908,en-US,138,1448,164
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.49,157174102X,en-GB,275,56,5
2501,The Time Machine,H.G. Wells-Melvin Burgess,3.88,439436540,eng,123,263,31
2504,The Complete Short Stories,H.G. Wells-John R. Hammond,4.14,1842124021,eng,864,867,30
2506,Selected Stories,H.G. Wells-Ursula K. Le Guin,3.98,812970756,en-US,432,77,9
2508,Tono-Bungay,H.G. Wells-Edward Mendelson-Patrick Parrinder,3.42,141441119,eng,414,820,106
2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,307264890,en-US,560,1323,113
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.35,824512596,en-US,120,7501,367
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,eng,368,2470,388
2526,Blindness,José Saramago-Giovanni Pontiero,4.11,156007754,eng,326,106162,7807
2527,The Gospel According to Jesus Christ,José Saramago-Giovanni Pontiero,4.28,156001411,eng,377,788,110
2528,All the Names,José Saramago-Margaret Jull Costa,3.89,156010593,eng,245,10634,715
2529,The Tale of the Unknown Island,José Saramago-Peter Sís-Margaret Jull Costa,3.89,156013037,eng,64,3138,233
2530,Baltasar and Blimunda,José Saramago-Giovanni Pontiero,3.91,156005204,eng,346,5950,272
2531,The Cave,José Saramago-Margaret Jull Costa,3.83,156028794,eng,307,7390,535
2535,The Stone Raft,José Saramago-Giovanni Pontiero,3.8,156004011,en-US,292,305,30
2536,The Year of the Death of Ricardo Reis,José Saramago-Giovanni Pontiero,4.03,1860465021,eng,384,3618,188
2538,El hombre duplicado,José Saramago-Pilar del Río,3.88,8466312803,spa,380,1106,89
2539,Ensayo sobre la lucidez,José Saramago-Pilar del Río,3.79,8466314741,spa,461,1544,105
2541,La caverna,José Saramago-Pilar del Río,3.83,846630679X,spa,441,742,65
2542,The History of the Siege of Lisbon,José Saramago-Giovanni Pontiero,3.8,156006243,eng,314,324,62
2543,Las intermitencias de la muerte,José Saramago-Pilar del Río,3.99,9587043642,spa,274,2425,257
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,eng,902,1407,45
2547,The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,000100039X,eng,127,167189,4996
2549,A Tear and a Smile,Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,394448049,eng,228,2035,100
2551,On the Road,Jack Kerouac,3.63,143036386,eng,320,480,39
2552,On the Road,Jack Kerouac-Ann Charters,3.63,141182679,eng,281,5218,460
2557,De Kooning: An American Master,Mark Stevens-Annalyn Swan,4.11,375711163,eng,732,2664,104
2560,Willem de Kooning: Late Paintings,Julie Sylvester-David Sylvester,5,382960226X,eng,83,1,0
2567,Aké: The Years of Childhood,Wole Soyinka,3.92,679725407,eng,230,1213,85
2568,The Interpreters,Wole Soyinka,3.56,233989781,eng,251,320,26
2570,The Lion and the Jewel,Wole Soyinka,3.8,199110832,eng,65,1103,75
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.83,143034545,eng,165,3541,175
2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen-Tina Blythe-Gene Thompson-Grove,3.96,807744689,eng,142,52,4
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu-Mark McNeilly,3.84,195137892,eng,272,120,13
2595,Marketing Warfare,Al Ries-Jack Trout,4.1,71460829,eng,216,870,53
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,316346624,eng,301,589855,11431
2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin-Malcolm Gladwell,3.99,786887176,en-US,234,4504,80
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,60521996,eng,286,28568,693
2619,Great Expectations,Charles Dickens-David Trotter-Charlotte Mitchell,3.76,141439564,eng,512,13291,646
2623,Great Expectations,Charles Dickens-Marisa Sestino,3.76,192833596,eng,505,523790,10337
2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens-Edgar Rosenberg,3.76,393960692,eng,776,563,39
2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus-Martin Luther-Philip S. Watson-E. Gordon Rupp,3.81,664241581,eng,364,107,13
2654,To Kill a Mockingbird,Harper Lee,4.27,60935464,eng,323,10005,877
2655,To Kill a Mockingbird,Harper Lee-Sissy Spacek,4.27,60888695,eng,11,653,176
2660,To Kill a Mockingbird (To Kill A Mockingbird #1),Harper Lee,4.27,044508376X,eng,281,6334,805
2661,To Kill a Mockingbird,Harper Lee,4.27,61205699,en-US,323,250,32
2666,The Bonfire of the Vanities,Tom Wolfe,3.84,553381342,eng,690,57301,2105
2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,761501665,eng,199,61,4
2674,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,4.02,773762167,eng,197,6837,304
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,eng,64,13312,137
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift-Jesse Gale,3.79,1416500391,eng,416,2001,52
2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.-Xavier de C.-Joseph Rowe,4.75,1556434952,eng,144,4,0
2685,Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Henry James-Richard Howard,3.7,940450771,eng,868,27,1
2686,The Bostonians,Henry James-R.D. Gooder,3.59,192834428,eng,504,84,12
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James-Myra Jehlen,4.25,1931082308,eng,1035,24,5
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James-Leo Bersani,4.68,193108288X,eng,713,25,3
2692,Complete Stories 1892–1898,Henry James-John Hollander-David Bromwich,4.23,1883011094,eng,958,188,7
2693,The New York Stories of Henry James,Henry James-Colm Tóibín,4.04,1590171624,eng,563,137,11
2696,The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,140424385,eng,504,161011,2251
2698,The Canterbury Tales,Geoffrey Chaucer-David  Wright,3.49,019283360X,eng,465,249,21
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer-Jill Mann,3.49,014042234X,enm,1254,765,60
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer-Vincent Foster Hopper,3.75,812000390,eng,530,69,5
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.01,198711557,eng,456,83,4
2706,Love Visions,Geoffrey Chaucer-Brian Stone,3.58,140444084,eng,272,67,6
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,671475029,eng,383,35,4
2711,The Riverside Chaucer,Geoffrey Chaucer-Larry Dean Benson-F.N. Robinson,4.18,395290317,enm,1327,7643,147
2713,The Portable Chaucer,Geoffrey Chaucer-Theodore Morrison,3.86,140150811,en-US,611,71,8
2715,Salt: A World History,Mark Kurlansky,3.74,142001619,eng,484,46854,2848
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,689834195,eng,32,1054,159
2719,The Book of Salt,Monique Truong,3.51,618446885,eng,261,4182,604
2722,Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.1,039475526X,eng,627,813,100
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,553580078,eng,763,8884,939
2725,Illuminations: Essays and Reflections,Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,805202412,eng,288,8748,189
2727,Saul Steinberg: Illuminations,Saul Steinberg-Joel Smith-Charles Simic,4.46,300115865,eng,288,37,4
2731,Advanced Global Illumination,Philip Dutre,4.47,1568813074,eng,366,15,2
2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,eng,404,586,48
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.09,1558745157,eng,331,50499,2476
2744,Anansi Boys,Neil Gaiman,4.02,60515198,eng,387,153485,6986
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack-Mary Pipher,3.82,805061835,en-US,480,1355,122
2748,Microserfs,Douglas Coupland,3.88,60987049,eng,371,20391,715
2749,Microserfs,Douglas Coupland,3.88,7179812,eng,371,436,37
2751,Microserfs,Douglas Coupland,3.88,6548598,eng,371,369,22
2753,The Language of New Media,Lev Manovich,3.85,262632551,eng,354,798,25
2756,New Media Language,Jean Aitchison-Diana M. Lewis,3,415283043,eng,209,2,0
2761,The Denial of Death,Ernest Becker-Sam Keen-Daniel Goleman,4.17,684832402,eng,336,5894,542
2767,A People's History of the United States,Howard Zinn,4.08,60838655,eng,729,156036,4511
2768,A People's History of the United States,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,1565848268,eng,619,38,3
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4,1565847253,eng,496,22,0
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,3.99,500203474,en-US,232,648,11
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,822318644,eng,272,197,8
2784,Ways of Seeing,John Berger,3.78,140135154,eng,176,177890,998
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.89,039574010X,eng,256,76,12
2794,The Crying of Lot 49,Thomas Pynchon,3.7,006091307X,eng,152,54061,3177
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,425181642,eng,337,6196,311
2804,Passionate Minds,David Bodanis,4.08,307237206,en-US,373,694,111
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein-Clyde S. Kilby,3.93,094089548X,eng,303,433,17
2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,440936853,eng,307,3882,154
2813,The Time Quartet (A Wrinkle in Time  A Wind in the Door  A Swiftly Tilting Planet  Many Waters),Madeleine L'Engle,4.35,739439707,en-US,646,165,14
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.13,877887268,eng,320,457,45
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle-Mary Chambers,3.99,877880204,eng,48,228,4
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,62545035,en-CA,246,4985,473
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche-Raymond Geuss-Ronald Speirs,4.02,521639875,eng,204,365,22
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche-Francis Golffing,4,385092105,en-US,320,819,41
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,eng,84,32,1
2823,The Birth of Tragedy,Friedrich Nietzsche-Michael Tanner-Shaun Whiteside,3.98,140433392,en-US,160,9522,279
2833,The Life and Death of Carthage; A Survey of Punic History and Culture from Its Birth to the Final Tragedy,Gilbert Picard,4,283352558,eng,362,0,0
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,195114159,eng,512,3671,56
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain-Michael Prichard,3.79,140015068X,eng,0,3,0
2836,Bridge to Terabithia,Katherine Paterson-Donna Diamond,3.99,60734019,en-US,191,1764,148
2839,Bridge to Terabithia,Katherine Paterson,3.99,439366771,eng,128,362535,8360
2842,Bridge to Terabithia,Katherine Paterson,3.99,440841216,eng,128,100,19
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,439271711,eng,32,4,1
2846,The Great Gilly Hopkins,Katherine Paterson,3.84,380652196,eng,148,10,1
2847,Bread and Roses  Too,Katherine Paterson,3.76,618654798,eng,275,1954,289
2848,Blueberries for the Queen,John  Paterson-Katherine Paterson-Susan Jeffers,3.76,66239427,eng,32,108,21
2851,The Invisible Child,Katherine Paterson,4.26,525464824,eng,266,97,26
2855,A Short History of Decay,Emil M. Cioran-Richard Howard,4.26,1559704640,eng,186,1653,89
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.44,078690206X,eng,313,37,1
2864,Girl with a Pearl Earring,Tracy Chevalier,3.87,452284937,eng,233,1134,126
2865,Girl with a Pearl Earring,Tracy Chevalier,3.87,452287022,eng,233,537907,6627
2866,Girl With a Pearl Earring,Tracy Chevalier,3.87,6513204,eng,248,1854,197
2868,The Golden Tulip,Rosalind Laker,3.92,385415605,eng,585,26,3
2871,Burning Bright,Tracy Chevalier,3.36,052594978X,eng,320,10584,1088
2872,Falling Angels,Tracy Chevalier,3.57,452283205,eng,336,19784,1184
2873,The Virgin Blue,Tracy Chevalier,3.66,452284449,eng,304,25334,1563
2874,The Lady and the Unicorn,Tracy Chevalier,3.68,965903532,eng,0,303,24
2875,Wenn Engel fallen,Tracy Chevalier,3.57,3471772537,ger,384,5,0
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,1857093313,en-GB,80,40,0
2879,Bleach  Volume 15,Tite Kubo,4.42,1421506130,eng,208,19266,67
2880,Bleach  Volume 01,Tite Kubo,4.22,1591164419,eng,200,136795,1011
2881,Bleach  Volume 14,Tite Kubo,4.38,1421506122,eng,208,10019,71
2882,Bleach  Volume 11,Tite Kubo,4.36,1421502712,eng,208,8584,77
2883,Bleach  Volume 12,Tite Kubo,4.36,1421504030,eng,208,7914,75
2885,デスノート 1: (退屈) [Desu Nōto: Taikutsu]  (Death Note  #1),Tsugumi Ohba-Takeshi Obata,4.43,4088736214,jpn,195,223,38
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba-Takeshi Obata,4.39,4088736710,jpn,204,451,12
2887,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba-Takeshi Obata,4.43,4088736524,jpn,194,396,9
2891,The Love Artist,Valerie Parv,3.25,263755819,eng,187,1,1
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,eng,187,3,1
2895,Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,307277763,eng,255,1095,183
2896,Das Parfum: Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,ger,321,8579,303
2898,Three Stories and a Reflection,Patrick Süskind,3.57,747534934,eng,128,21,2
2899,The Pigeon,Patrick Süskind,3.68,140105832,eng,77,5832,387
2900,The Story of Mr Sommer,Patrick Süskind-Jean-Jacques Sempé,3.85,747566755,eng,128,1974,97
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,4088732138,jpn,189,37,2
2907,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,fre,192,51,4
2910,The Worm Ouroboros,E.R. Eddison-Orville Prescott-James Stephens-Keith  Henderson,3.7,3452200131,eng,520,221,38
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen-Steve Chorney,3.7,440410258,eng,80,112,13
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,440229359,eng,111,1139,214
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.43,440419670,en-US,560,538,45
2921,Chicago Blues: The City and the Music,Mike  Rowe-Ronald Radano,3.88,306801450,eng,226,24,1
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.25,156001454,eng,272,5128,793
2928,Brian's Winter,Gary Paulsen,4.01,385321988,en-US,133,65,11
2932,Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,375757325,eng,320,198677,3809
2933,Robinson Crusoe,Daniel Defoe-John J. Richetti,3.67,141439823,eng,286,1415,134
2934,Robinson Crusoe,Daniel Defoe-Michael Shinagel,3.67,393964523,en-US,436,547,60
2936,Robinson Crusoe,Daniel Defoe,3.67,760704023,eng,397,70,8
2937,Robinson Crusoe,Daniel Defoe-Avi,3.67,689844085,eng,482,200,32
2940,Robinson Crusoe,Daniel Defoe,3.67,1587263882,eng,288,311,18
2942,A General History of the Pyrates,Daniel Defoe-Manuel Schonhorn-Charles   Johnson,3.79,486404889,eng,733,545,34
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain-Paul Baender-Dahlia Armon-Walter Blair,3.85,520238958,eng,389,5,0
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain-Lee Nelson,3.59,1555176801,eng,277,236,30
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain-Guy Cardwell-Louis J. Budd,4.06,1883011884,en-US,808,32,3
2956,The Adventures of Huckleberry Finn,Mark Twain-Guy Cardwell-John Seelye,3.81,142437174,eng,327,1022438,11005
2958,Adventures of Huckleberry Finn,Mark Twain-E.W. Kemble,3.81,486443221,eng,368,142,16
2960,Adventures of Huckleberry Finn,Mark Twain-George Saunders,3.81,375757376,eng,244,671,37
2962,The Annotated Huckleberry Finn,Mark Twain-Michael Patrick Hearn-E.W. Kemble,3.81,393020398,eng,656,181,17
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,486406644,eng,64,934,51
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain-Lin Salamo-Victor Fischer-Michael B. Frank,3.86,520242459,eng,221,494,69
2968,The Complete Short Stories of Mark Twain,Mark Twain-Charles Neider,4.28,553211951,eng,848,5618,137
2971,The Autobiography of Mark Twain,Mark Twain-Charles Neider,4.05,60955422,eng,508,2746,200
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain-Louis J. Budd,4.39,940450739,eng,1050,199,9
2975,The Kite Runner,Khaled Hosseini,4.28,1594481776,eng,383,5241,592
2977,Drageløberen,Khaled Hosseini-Alis Friis Caspersen,4.28,8777147200,dan,258,11,0
2978,Lost Horizon,James Hilton,3.92,60594527,eng,241,11794,940
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott-C. Michael Dudash-Stephen W. Hines,3.95,1589199502,eng,282,679,38
2989,Behind a Mask: The Unknown Thrillers of Louisa May Alcott,Louisa May Alcott-Madeleine B. Stern,3.76,688151329,eng,281,1019,108
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,671019872,eng,361,1718,110
2998,The Secret Garden,Frances Hodgson Burnett,4.13,517189607,eng,331,725384,11113
3003,The Secret Garden,Frances Hodgson Burnett-Sandra M. Gilbert,4.13,451528832,eng,281,1709,114
3004,The Secret Garden,Martha Hailey DuBose-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober,4.3,1402713193,eng,160,1346,72
3006,The Secret Garden,Frances Hodgson Burnett-Alison Lurie,4.13,142437050,en-GB,288,512,13
3008,A Little Princess,Frances Hodgson Burnett-Nancy Bond,4.19,142437018,eng,242,232387,4144
